Date,RUSSIA
2016-06-30,438.54
2016-07-01,439.67
2016-07-04,444.46
2016-07-05,435.78
2016-07-06,432.21
2016-07-07,438.03
2016-07-08,441.42
2016-07-11,447.59
2016-07-12,455.53
2016-07-13,454.21
2016-07-14,462.86
2016-07-15,462.45
2016-07-18,463.67
2016-07-19,461.28
2016-07-20,461.46
2016-07-21,459.53
2016-07-22,454.37
2016-07-25,451.21
2016-07-26,447.60
2016-07-27,445.54
2016-07-28,445.54
2016-07-29,446.70
2016-08-01,445.39
2016-08-02,436.42
2016-08-03,436.63
2016-08-04,445.90
2016-08-05,453.26
2016-08-08,460.95
2016-08-09,461.79
2016-08-10,458.95
2016-08-11,460.40
2016-08-12,461.27
2016-08-15,470.49
2016-08-16,467.53
2016-08-17,467.76
2016-08-18,470.69
2016-08-19,466.27
2016-08-22,466.58
2016-08-23,469.54
2016-08-24,462.27
2016-08-25,465.62
2016-08-26,469.54
2016-08-29,463.59
2016-08-30,461.53
2016-08-31,457.87
2016-09-01,455.29
2016-09-02,465.13
2016-09-05,470.53
2016-09-06,480.28
2016-09-07,483.87
2016-09-08,488.06
2016-09-09,475.98
2016-09-12,473.87
2016-09-13,467.22
2016-09-14,466.82
2016-09-15,466.97
2016-09-16,457.25
2016-09-19,466.84
2016-09-20,466.75
2016-09-21,470.79
2016-09-22,483.15
2016-09-23,479.40
2016-09-26,476.55
2016-09-27,470.27
2016-09-28,470.83
2016-09-29,481.64
2016-09-30,475.51
2016-10-03,482.77
2016-10-04,482.78
2016-10-05,481.06
2016-10-06,483.88
2016-10-07,485.77
2016-10-10,492.04
2016-10-11,487.55
2016-10-12,482.65
2016-10-13,477.20
2016-10-14,477.13
2016-10-17,475.56
2016-10-18,478.27
2016-10-19,483.17
2016-10-20,479.99
2016-10-21,479.33
2016-10-24,482.90
2016-10-25,485.37
2016-10-26,480.83
2016-10-27,480.20
2016-10-28,478.30
2016-10-31,478.53
2016-11-01,480.99
2016-11-02,468.47
2016-11-03,466.25
2016-11-04,459.81
2016-11-07,464.84
2016-11-08,469.89
2016-11-09,478.63
2016-11-10,480.38
2016-11-11,468.29
2016-11-14,465.32
2016-11-15,474.69
2016-11-16,476.83
2016-11-17,484.13
2016-11-18,480.40
2016-11-21,492.97
2016-11-22,494.96
2016-11-23,494.59
2016-11-24,500.68
2016-11-25,496.18
2016-11-28,494.69
2016-11-29,486.40
2016-11-30,501.28
2016-12-01,510.33
2016-12-02,513.03
2016-12-05,523.35
2016-12-06,518.88
2016-12-07,520.65
2016-12-08,535.89
2016-12-09,539.19
2016-12-12,558.18
2016-12-13,566.88
2016-12-14,556.70
2016-12-15,554.64
2016-12-16,552.31
2016-12-19,550.00
2016-12-20,556.61
2016-12-21,554.65
2016-12-22,548.20
2016-12-23,543.64
2016-12-26,546.17
2016-12-27,552.64
2016-12-28,556.60
2016-12-29,562.22
2016-12-30,563.76
2017-01-02,563.76
2017-01-03,581.92
2017-01-04,576.54
2017-01-05,572.87
2017-01-06,571.59
2017-01-09,565.24
2017-01-10,570.03
2017-01-11,563.47
2017-01-12,571.89
2017-01-13,563.25
2017-01-16,561.64
2017-01-17,562.23
2017-01-18,561.06
2017-01-19,553.15
2017-01-20,552.52
2017-01-23,551.13
2017-01-24,559.45
2017-01-25,561.86
2017-01-26,564.82
2017-01-27,580.62
2017-01-30,569.51
2017-01-31,562.27
2017-02-01,562.97
2017-02-02,563.33
2017-02-03,572.34
2017-02-06,569.09
2017-02-07,568.51
2017-02-08,561.08
2017-02-09,558.78
2017-02-10,562.15
2017-02-13,562.13
2017-02-14,562.42
2017-02-15,563.67
2017-02-16,564.84
2017-02-17,553.88
2017-02-20,552.18
2017-02-21,559.09
2017-02-22,552.60
2017-02-23,554.39
2017-02-24,543.18
2017-02-27,538.03
2017-02-28,526.55
2017-03-01,534.01
2017-03-02,530.18
2017-03-03,533.59
2017-03-06,534.03
2017-03-07,526.58
2017-03-08,524.99
2017-03-09,502.91
2017-03-10,509.21
2017-03-13,514.56
2017-03-14,511.81
2017-03-15,512.93
2017-03-16,528.24
2017-03-17,534.14
2017-03-20,541.80
2017-03-21,541.10
2017-03-22,540.82
2017-03-23,542.66
2017-03-24,543.27
2017-03-27,538.19
2017-03-28,542.98
2017-03-29,543.24
2017-03-30,547.87
2017-03-31,537.78
2017-04-03,541.15
2017-04-04,545.97
2017-04-05,555.82
2017-04-06,554.88
2017-04-07,537.62
2017-04-10,521.93
2017-04-11,523.36
2017-04-12,516.75
2017-04-13,520.59
2017-04-14,514.50
2017-04-17,523.67
2017-04-18,516.91
2017-04-19,516.04
2017-04-20,518.99
2017-04-21,519.69
2017-04-24,534.90
2017-04-25,539.51
2017-04-26,539.00
2017-04-27,530.17
2017-04-28,536.65
2017-05-01,537.33
2017-05-02,536.80
2017-05-03,525.67
2017-05-04,519.27
2017-05-05,518.55
2017-05-08,520.01
2017-05-09,519.47
2017-05-10,530.88
2017-05-11,529.03
2017-05-12,525.12
2017-05-15,535.71
2017-05-16,536.30
2017-05-17,529.21
2017-05-18,516.33
2017-05-19,519.97
2017-05-22,519.69
2017-05-23,526.43
2017-05-24,522.77
2017-05-25,522.97
2017-05-26,513.56
2017-05-29,519.61
2017-05-30,515.41
2017-05-31,502.93
2017-06-01,498.05
2017-06-02,500.26
2017-06-05,498.42
2017-06-06,496.65
2017-06-07,493.69
2017-06-08,494.32
2017-06-09,495.38
2017-06-12,495.53
2017-06-13,495.20
2017-06-14,487.76
2017-06-15,476.47
2017-06-16,477.70
2017-06-19,482.18
2017-06-20,472.44
2017-06-21,471.18
2017-06-22,471.51
2017-06-23,476.91
2017-06-26,476.33
2017-06-27,484.15
2017-06-28,484.85
2017-06-29,484.73
2017-06-30,483.84
2017-07-03,488.49
2017-07-04,492.69
2017-07-05,487.00
2017-07-06,490.87
2017-07-07,485.75
2017-07-10,491.21
2017-07-11,490.45
2017-07-12,501.35
2017-07-13,502.14
2017-07-14,509.91
2017-07-17,509.11
2017-07-18,506.16
2017-07-19,514.56
2017-07-20,514.31
2017-07-21,508.14
2017-07-24,501.15
2017-07-25,498.42
2017-07-26,504.13
2017-07-27,510.65
2017-07-28,503.97
2017-07-31,503.63
2017-08-01,505.70
2017-08-02,508.67
2017-08-03,512.16
2017-08-04,510.28
2017-08-07,514.69
2017-08-08,521.11
2017-08-09,515.82
2017-08-10,513.09
2017-08-11,506.75
2017-08-14,512.24
2017-08-15,508.72
2017-08-16,511.91
2017-08-17,512.72
2017-08-18,508.23
2017-08-21,512.14
2017-08-22,516.42
2017-08-23,519.86
2017-08-24,521.83
2017-08-25,526.15
2017-08-28,529.56
2017-08-29,529.09
2017-08-30,537.24
2017-08-31,544.56
2017-09-01,547.63
2017-09-04,543.47
2017-09-05,547.83
2017-09-06,550.58
2017-09-07,553.83
2017-09-08,555.54
2017-09-11,559.82
2017-09-12,558.67
2017-09-13,555.81
2017-09-14,559.31
2017-09-15,557.06
2017-09-18,555.31
2017-09-19,550.81
2017-09-20,557.02
2017-09-21,556.61
2017-09-22,558.30
2017-09-25,565.70
2017-09-26,565.49
2017-09-27,565.44
2017-09-28,564.45
2017-09-29,568.88
2017-10-02,565.30
2017-10-03,564.84
2017-10-04,569.71
2017-10-05,572.93
2017-10-06,568.51
2017-10-09,566.82
2017-10-10,569.96
2017-10-11,574.76
2017-10-12,574.13
2017-10-13,580.08
2017-10-16,582.17
2017-10-17,576.94
2017-10-18,577.64
2017-10-19,571.83
2017-10-20,568.16
2017-10-23,565.23
2017-10-24,564.90
2017-10-25,559.79
2017-10-26,558.40
2017-10-27,560.06
2017-10-30,562.13
2017-10-31,557.80
2017-11-01,565.00
2017-11-02,562.21
2017-11-03,555.77
2017-11-06,558.68
2017-11-07,580.18
2017-11-08,582.15
2017-11-09,589.03
2017-11-10,585.98
2017-11-13,581.37
2017-11-14,575.51
2017-11-15,566.84
2017-11-16,572.38
2017-11-17,575.84
2017-11-20,574.19
2017-11-21,585.87
2017-11-22,591.77
2017-11-23,590.12
2017-11-24,594.37
2017-11-27,591.20
2017-11-28,591.70
2017-11-29,583.31
2017-11-30,576.68
2017-12-01,576.07
2017-12-04,581.04
2017-12-05,580.38
2017-12-06,579.09
2017-12-07,572.33
2017-12-08,572.12
2017-12-11,586.48
2017-12-12,589.36
2017-12-13,585.40
2017-12-14,591.82
2017-12-15,587.30
2017-12-18,588.47
2017-12-19,580.86
2017-12-20,578.01
2017-12-21,579.91
2017-12-22,584.41
2017-12-25,584.66
2017-12-26,588.73
2017-12-27,589.70
2017-12-28,589.86
2017-12-29,593.10
2018-01-01,593.10
2018-01-02,593.99
2018-01-03,609.70
2018-01-04,626.85
2018-01-05,629.71
2018-01-08,630.01
2018-01-09,635.67
2018-01-10,637.77
2018-01-11,643.58
2018-01-12,649.97
2018-01-15,651.34
2018-01-16,650.82
2018-01-17,654.32
2018-01-18,661.96
2018-01-19,655.62
2018-01-22,664.62
2018-01-23,664.67
2018-01-24,669.25
2018-01-25,678.97
2018-01-26,665.90
2018-01-29,662.76
2018-01-30,662.44
2018-01-31,667.67
2018-02-01,673.09
2018-02-02,663.59
2018-02-05,656.67
2018-02-06,643.40
2018-02-07,647.52
2018-02-08,630.08
2018-02-09,617.16
2018-02-12,627.24
2018-02-13,639.14
2018-02-14,649.53
2018-02-15,658.76
2018-02-16,658.22
2018-02-19,657.02
2018-02-20,660.64
2018-02-21,677.41
2018-02-22,682.39
2018-02-23,684.16
2018-02-26,694.18
2018-02-27,688.00
2018-02-28,673.91
2018-03-01,665.79
2018-03-02,659.56
2018-03-05,669.99
2018-03-06,668.72
2018-03-07,663.29
2018-03-08,661.18
2018-03-09,670.62
2018-03-12,669.61
2018-03-13,669.80
2018-03-14,650.92
2018-03-15,646.97
2018-03-16,651.78
2018-03-19,645.92
2018-03-20,654.50
2018-03-21,663.60
2018-03-22,658.82
2018-03-23,659.27
2018-03-26,642.31
2018-03-27,646.92
2018-03-28,638.58
2018-03-29,649.71
2018-03-30,648.68
2018-04-02,642.44
2018-04-03,644.19
2018-04-04,646.05
2018-04-05,655.82
2018-04-06,647.50
2018-04-09,567.13
2018-04-10,567.16
2018-04-11,562.24
2018-04-12,585.27
2018-04-13,572.53
2018-04-16,560.42
2018-04-17,581.48
2018-04-18,598.52
2018-04-19,598.45
2018-04-20,593.19
2018-04-23,595.96
2018-04-24,598.77
2018-04-25,592.57
2018-04-26,596.56
2018-04-27,606.21
2018-04-30,600.46
2018-05-01,595.46
2018-05-02,591.16
2018-05-03,585.95
2018-05-04,596.21
2018-05-07,600.76
2018-05-08,596.09
2018-05-09,600.05
2018-05-10,613.38
2018-05-11,626.17
2018-05-14,630.03
2018-05-15,615.23
2018-05-16,618.68
2018-05-17,616.33
2018-05-18,610.82
2018-05-21,618.68
2018-05-22,623.68
2018-05-23,610.39
2018-05-24,610.07
2018-05-25,609.22
2018-05-28,608.14
2018-05-29,604.41
2018-05-30,607.01
2018-05-31,607.26
2018-06-01,606.50
2018-06-04,616.25
2018-06-05,610.79
2018-06-06,612.82
2018-06-07,610.23
2018-06-08,592.63
2018-06-11,592.38
2018-06-12,591.00
2018-06-13,594.67
2018-06-14,591.37
2018-06-15,577.32
2018-06-18,569.93
2018-06-19,566.95
2018-06-20,579.34
2018-06-21,576.41
2018-06-22,586.61
2018-06-25,588.26
2018-06-26,582.75
2018-06-27,593.66
2018-06-28,591.19
2018-06-29,609.47
2018-07-02,609.72
2018-07-03,605.12
2018-07-04,606.08
2018-07-05,622.15
2018-07-06,623.18
2018-07-09,633.87
2018-07-10,640.94
2018-07-11,634.47
2018-07-12,628.27
2018-07-13,636.60
2018-07-16,631.18
2018-07-17,622.31
2018-07-18,617.46
2018-07-19,605.10
2018-07-20,598.46
2018-07-23,606.09
2018-07-24,615.28
2018-07-25,613.84
2018-07-26,617.72
2018-07-27,619.26
2018-07-30,626.39
2018-07-31,633.56
2018-08-01,627.33
2018-08-02,616.18
2018-08-03,617.69
2018-08-06,613.36
2018-08-07,618.48
2018-08-08,601.66
2018-08-09,591.86
2018-08-10,574.16
2018-08-13,572.41
2018-08-14,583.10
2018-08-15,570.53
2018-08-16,575.31
2018-08-17,567.42
2018-08-20,573.99
2018-08-21,577.19
2018-08-22,574.84
2018-08-23,560.11
2018-08-24,573.17
2018-08-27,582.02
2018-08-28,580.90
2018-08-29,582.76
2018-08-30,578.40
2018-08-31,589.30
2018-09-03,583.08
2018-09-04,578.96
2018-09-05,573.31
2018-09-06,568.29
2018-09-07,566.03
2018-09-10,563.14
2018-09-11,568.22
2018-09-12,575.92
2018-09-13,583.83
2018-09-14,589.56
2018-09-17,590.51
2018-09-18,603.65
2018-09-19,609.74
2018-09-20,609.44
2018-09-21,616.64
2018-09-24,624.86
2018-09-25,630.91
2018-09-26,623.72
2018-09-27,640.75
2018-09-28,646.98
2018-10-01,645.80
2018-10-02,637.81
2018-10-03,648.92
2018-10-04,627.94
2018-10-05,627.71
2018-10-08,628.54
2018-10-09,626.93
2018-10-10,619.12
2018-10-11,609.87
2018-10-12,621.51
2018-10-15,623.12
2018-10-16,631.39
2018-10-17,629.64
2018-10-18,619.02
2018-10-19,614.52
2018-10-22,610.01
2018-10-23,603.74
2018-10-24,613.99
2018-10-25,612.29
2018-10-26,598.58
2018-10-29,605.34
2018-10-30,601.88
2018-10-31,617.45
2018-11-01,618.81
2018-11-02,620.29
2018-11-05,622.54
2018-11-06,630.49
2018-11-07,639.74
2018-11-08,634.89
2018-11-09,615.76
2018-11-12,611.16
2018-11-13,602.54
2018-11-14,609.71
2018-11-15,618.16
2018-11-16,619.73
2018-11-19,621.71
2018-11-20,610.16
2018-11-21,615.50
2018-11-22,621.38
2018-11-23,605.57
2018-11-26,588.86
2018-11-27,597.28
2018-11-28,605.39
2018-11-29,619.87
2018-11-30,610.27
2018-12-03,628.72
2018-12-04,631.73
2018-12-05,630.97
2018-12-06,618.68
2018-12-07,632.64
2018-12-10,619.54
2018-12-11,620.74
2018-12-12,615.26
2018-12-13,617.59
2018-12-14,610.34
2018-12-17,609.34
2018-12-18,602.81
2018-12-19,601.00
2018-12-20,593.91
2018-12-21,589.85
2018-12-24,586.82
2018-12-25,580.03
2018-12-26,578.84
2018-12-27,578.34
2018-12-28,586.83
2018-12-31,590.76
2019-01-01,590.76
2019-01-02,595.92
2019-01-03,597.58
2019-01-04,615.26
2019-01-07,623.00
2019-01-08,619.41
2019-01-09,626.10
2019-01-10,630.70
2019-01-11,633.88
2019-01-14,632.44
2019-01-15,632.34
2019-01-16,636.18
2019-01-17,638.18
2019-01-18,648.91
2019-01-21,644.29
2019-01-22,644.80
2019-01-23,654.75
2019-01-24,655.79
2019-01-25,658.63
2019-01-28,651.41
2019-01-29,658.47
2019-01-30,665.06
2019-01-31,670.74
2019-02-01,670.71
2019-02-04,670.51
2019-02-05,677.25
2019-02-06,672.89
2019-02-07,663.58
2019-02-08,661.58
2019-02-11,662.90
2019-02-12,671.24
2019-02-13,654.58
2019-02-14,634.81
2019-02-15,650.24
2019-02-18,649.27
2019-02-19,647.90
2019-02-20,660.41
2019-02-21,657.81
2019-02-22,663.67
2019-02-25,663.68
2019-02-26,659.27
2019-02-27,658.99
2019-02-28,656.76
2019-03-01,654.43
2019-03-04,653.96
2019-03-05,651.02
2019-03-06,657.83
2019-03-07,648.94
2019-03-08,647.27
2019-03-11,647.89
2019-03-12,652.03
2019-03-13,654.04
2019-03-14,651.46
2019-03-15,660.40
2019-03-18,669.16
2019-03-19,673.21
2019-03-20,677.71
2019-03-21,684.45
2019-03-22,671.15
2019-03-25,678.54
2019-03-26,679.02
2019-03-27,667.06
2019-03-28,667.60
2019-03-29,662.69
2019-04-01,672.07
2019-04-02,673.28
2019-04-03,676.52
2019-04-04,674.02
2019-04-05,677.42
2019-04-08,686.01
2019-04-09,691.76
2019-04-10,698.63
2019-04-11,688.30
2019-04-12,692.60
2019-04-15,687.58
2019-04-16,691.67
2019-04-17,697.42
2019-04-18,696.36
2019-04-19,696.42
2019-04-22,702.56
2019-04-23,706.09
2019-04-24,698.75
2019-04-25,688.79
2019-04-26,688.76
2019-04-29,691.36
2019-04-30,687.81
2019-05-01,686.04
2019-05-02,681.88
2019-05-03,687.93
2019-05-06,686.82
2019-05-07,682.10
2019-05-08,675.90
2019-05-09,670.87
2019-05-10,665.33
2019-05-13,664.17
2019-05-14,680.85
2019-05-15,682.16
2019-05-16,690.17
2019-05-17,686.88
2019-05-20,688.02
2019-05-21,703.59
2019-05-22,712.14
2019-05-23,701.05
2019-05-24,702.45
2019-05-27,706.01
2019-05-28,698.50
2019-05-29,701.95
2019-05-30,710.02
2019-05-31,712.24
2019-06-03,727.75
2019-06-04,721.41
2019-06-05,719.94
2019-06-06,727.66
2019-06-07,731.52
2019-06-10,737.07
2019-06-11,748.28
2019-06-12,744.77
2019-06-13,749.22
2019-06-14,748.30
2019-06-17,747.29
2019-06-18,759.02
2019-06-19,758.80
2019-06-20,778.60
2019-06-21,768.73
2019-06-24,774.64
2019-06-25,772.24
2019-06-26,777.75
2019-06-27,778.08
2019-06-28,774.37
2019-07-01,786.22
2019-07-02,782.28
2019-07-03,784.00
2019-07-04,792.02
2019-07-05,786.46
2019-07-08,788.88
2019-07-09,786.50
2019-07-10,793.22
2019-07-11,788.57
2019-07-12,779.21
2019-07-15,777.58
2019-07-16,777.18
2019-07-17,775.55
2019-07-18,770.21
2019-07-19,769.41
2019-07-22,764.19
2019-07-23,766.59
2019-07-24,762.77
2019-07-25,768.71
2019-07-26,769.08
2019-07-29,772.19
2019-07-30,773.96
2019-07-31,776.60
2019-08-01,766.70
2019-08-02,732.57
2019-08-05,729.05
2019-08-06,739.28
2019-08-07,733.83
2019-08-08,744.20
2019-08-09,736.08
2019-08-12,737.29
2019-08-13,739.46
2019-08-14,717.26
2019-08-15,710.23
2019-08-16,705.93
2019-08-19,711.47
2019-08-20,720.79
2019-08-21,729.02
2019-08-22,732.32
2019-08-23,728.46
2019-08-26,722.78
2019-08-27,717.08
2019-08-28,720.52
2019-08-29,732.04
2019-08-30,739.93
2019-09-02,748.21
2019-09-03,742.65
2019-09-04,757.08
2019-09-05,763.46
2019-09-06,763.73
2019-09-09,763.72
2019-09-10,764.89
2019-09-11,773.22
2019-09-12,773.13
2019-09-13,776.98
2019-09-16,795.55
2019-09-17,786.76
2019-09-18,789.01
2019-09-19,785.49
2019-09-20,785.61
2019-09-23,783.68
2019-09-24,776.27
2019-09-25,773.14
2019-09-26,778.64
2019-09-27,773.50
2019-09-30,763.58
2019-10-01,762.17
2019-10-02,752.48
2019-10-03,747.81
2019-10-04,753.67
2019-10-07,759.12
2019-10-08,750.68
2019-10-09,756.57
2019-10-10,764.73
2019-10-11,777.03
2019-10-14,769.19
2019-10-15,775.34
2019-10-16,785.89
2019-10-17,790.05
2019-10-18,789.63
2019-10-21,794.14
2019-10-22,809.08
2019-10-23,811.85
2019-10-24,826.05
2019-10-25,827.17
2019-10-28,821.14
2019-10-29,829.65
2019-10-30,835.67
2019-10-31,829.24
2019-11-01,848.32
2019-11-04,851.07
2019-11-05,851.76
2019-11-06,857.42
2019-11-07,868.28
2019-11-08,854.62
2019-11-11,849.47
2019-11-12,840.88
2019-11-13,833.25
2019-11-14,832.54
2019-11-15,839.22
2019-11-18,830.39
2019-11-19,834.74
2019-11-20,833.31
2019-11-21,837.04
2019-11-22,835.83
2019-11-25,834.42
2019-11-26,825.13
2019-11-27,824.10
2019-11-28,824.61
2019-11-29,823.60
2019-12-02,821.24
2019-12-03,809.49
2019-12-04,818.77
2019-12-05,820.37
2019-12-06,832.10
2019-12-09,836.54
2019-12-10,833.36
2019-12-11,839.60
2019-12-12,858.27
2019-12-13,861.30
2019-12-16,869.19
2019-12-17,871.89
2019-12-18,873.95
2019-12-19,875.88
2019-12-20,878.45
2019-12-23,883.78
2019-12-24,886.46
2019-12-25,885.93
2019-12-26,884.20
2019-12-27,893.57
2019-12-30,894.09
2019-12-31,891.49
2020-01-01,891.49
2020-01-02,898.35
2020-01-03,905.32
2020-01-06,908.97
2020-01-07,906.73
2020-01-08,922.68
2020-01-09,928.01
2020-01-10,932.23
2020-01-13,936.76
2020-01-14,925.65
2020-01-15,924.41
2020-01-16,931.84
2020-01-17,944.02
2020-01-20,948.25
2020-01-21,942.47
2020-01-22,927.59
2020-01-23,915.68
2020-01-24,918.09
2020-01-27,884.29
2020-01-28,899.97
2020-01-29,899.44
2020-01-30,880.66
2020-01-31,864.44
2020-02-03,865.94
2020-02-04,880.09
2020-02-05,885.65
2020-02-06,872.79
2020-02-07,858.52
2020-02-10,848.55
2020-02-11,870.19
2020-02-12,881.30
2020-02-13,872.17
2020-02-14,867.03
2020-02-17,874.27
2020-02-18,857.36
2020-02-19,875.54
2020-02-20,869.86
2020-02-21,864.12
2020-02-24,845.13
2020-02-25,820.14
2020-02-26,828.89
2020-02-27,787.94
2020-02-28,739.77
2020-03-02,737.38
2020-03-03,767.48
2020-03-04,765.71
2020-03-05,750.30
2020-03-06,711.65
2020-03-09,648.22
2020-03-10,611.96
2020-03-11,608.87
2020-03-12,539.63
2020-03-13,556.89
2020-03-16,541.58
2020-03-17,523.93
2020-03-18,463.61
2020-03-19,505.79
2020-03-20,519.25
2020-03-23,498.88
2020-03-24,545.44
2020-03-25,554.83
2020-03-26,574.82
2020-03-27,536.96
2020-03-30,538.97
2020-03-31,567.36
2020-04-01,556.65
2020-04-02,583.71
2020-04-03,596.42
2020-04-06,612.87
2020-04-07,619.53
2020-04-08,628.70
2020-04-09,657.70
2020-04-10,651.33
2020-04-13,638.43
2020-04-14,640.46
2020-04-15,589.42
2020-04-16,596.91
2020-04-17,604.40
2020-04-20,597.50
2020-04-21,569.12
2020-04-22,597.78
2020-04-23,618.91
2020-04-24,608.27
2020-04-27,607.92
2020-04-28,619.83
2020-04-29,642.42
2020-04-30,632.54
2020-05-01,617.83
2020-05-04,615.12
2020-05-05,633.71
2020-05-06,622.87
2020-05-07,627.98
2020-05-08,635.01
2020-05-11,631.80
2020-05-12,636.35
2020-05-13,621.79
2020-05-14,617.60
2020-05-15,618.48
2020-05-18,655.20
2020-05-19,663.50
2020-05-20,691.04
2020-05-21,679.16
2020-05-22,669.02
2020-05-25,681.11
2020-05-26,692.24
2020-05-27,682.99
2020-05-28,700.24
2020-05-29,687.02
2020-06-01,703.81
2020-06-02,724.13
2020-06-03,736.40
2020-06-04,710.40
2020-06-05,726.95
2020-06-08,726.63
2020-06-09,725.32
2020-06-10,718.25
2020-06-11,701.37
2020-06-12,699.86
2020-06-15,686.63
2020-06-16,697.74
2020-06-17,695.52
2020-06-18,691.33
2020-06-19,700.93
2020-06-22,703.39
2020-06-23,716.71
2020-06-24,710.32
2020-06-25,699.71
2020-06-26,693.50
2020-06-29,691.14
2020-06-30,673.40
2020-07-01,679.67
2020-07-02,693.83
2020-07-03,686.29
2020-07-06,692.74
2020-07-07,693.00
2020-07-08,692.59
2020-07-09,691.95
2020-07-10,699.77
2020-07-13,688.83
2020-07-14,677.96
2020-07-15,685.60
2020-07-16,687.20
2020-07-17,682.08
2020-07-20,693.76
2020-07-21,706.91
2020-07-22,704.70
2020-07-23,706.34
2020-07-24,705.84
2020-07-27,710.78
2020-07-28,704.73
2020-07-29,710.01
2020-07-30,690.28
2020-07-31,691.13
2020-08-03,700.76
2020-08-04,701.00
2020-08-05,723.59
2020-08-06,716.19
2020-08-07,708.76
2020-08-10,709.56
2020-08-11,728.56
2020-08-12,735.98
2020-08-13,746.17
2020-08-14,744.17
2020-08-17,732.54
2020-08-18,736.39
2020-08-19,736.46
2020-08-20,708.40
2020-08-21,700.72
2020-08-24,711.14
2020-08-25,702.68
2020-08-26,704.31
2020-08-27,699.44
2020-08-28,698.83
2020-08-31,692.72
2020-09-01,701.45
2020-09-02,676.11
2020-09-03,673.67
2020-09-04,669.55
2020-09-07,668.69
2020-09-08,651.90
2020-09-09,657.78
2020-09-10,665.41
2020-09-11,669.77
2020-09-14,671.23
2020-09-15,684.97
2020-09-16,683.45
2020-09-17,680.24
2020-09-18,671.07
2020-09-21,643.19
2020-09-22,649.09
2020-09-23,649.20
2020-09-24,645.81
2020-09-25,634.92
2020-09-28,633.89
2020-09-29,629.04
2020-09-30,641.65
2020-10-01,638.68
2020-10-02,629.15
2020-10-05,638.70
2020-10-06,643.90
2020-10-07,630.30
2020-10-08,637.36
2020-10-09,642.45
2020-10-12,642.38
2020-10-13,637.06
2020-10-14,640.40
2020-10-15,624.14
2020-10-16,623.89
2020-10-19,626.79
2020-10-20,628.13
2020-10-21,630.68
2020-10-22,636.46
2020-10-23,642.60
2020-10-26,634.64
2020-10-27,622.70
2020-10-28,592.62
2020-10-29,592.85
2020-10-30,586.52
2020-11-02,588.65
2020-11-03,610.48
2020-11-04,620.57
2020-11-05,646.77
2020-11-06,649.99
2020-11-09,685.63
2020-11-10,685.52
2020-11-11,684.19
2020-11-12,687.24
2020-11-13,680.28
2020-11-16,704.46
2020-11-17,698.97
2020-11-18,708.87
2020-11-19,696.57
2020-11-20,699.53
2020-11-23,696.41
2020-11-24,714.94
2020-11-25,723.76
2020-11-26,726.36
2020-11-27,722.12
2020-11-30,708.38
2020-12-01,725.90
2020-12-02,740.14
2020-12-03,741.03
2020-12-04,752.66
2020-12-07,760.06
2020-12-08,757.89
2020-12-09,760.02
2020-12-10,783.16
2020-12-11,787.91
2020-12-14,777.25
2020-12-15,773.63
2020-12-16,778.19
2020-12-17,790.63
2020-12-18,783.75
2020-12-21,744.15
2020-12-22,752.14
2020-12-23,763.85
2020-12-24,768.34
2020-12-25,770.28
2020-12-28,774.51
2020-12-29,780.06
2020-12-30,779.25
2020-12-31,780.26
2021-01-01,780.26
2021-01-04,795.68
2021-01-05,798.00
2021-01-06,803.80
2021-01-07,799.17
2021-01-08,822.74
2021-01-11,823.74
2021-01-12,833.39
2021-01-13,834.10
2021-01-14,842.69
2021-01-15,824.72
2021-01-18,826.32
2021-01-19,820.93
2021-01-20,830.52
2021-01-21,815.74
2021-01-22,790.17
2021-01-25,786.08
2021-01-26,791.39
2021-01-27,775.79
2021-01-28,770.15
2021-01-29,759.01
2021-02-01,755.28
2021-02-02,777.38
2021-02-03,768.99
2021-02-04,779.96
2021-02-05,796.61
2021-02-08,810.78
2021-02-09,807.32
2021-02-10,802.58
2021-02-11,808.76
2021-02-12,809.92
2021-02-15,830.91
2021-02-16,829.17
2021-02-17,808.04
2021-02-18,797.57
2021-02-19,812.00
2021-02-22,800.50
2021-02-23,805.65
2021-02-24,797.24
2021-02-25,798.55
2021-02-26,778.14
2021-03-01,794.47
2021-03-02,801.81
2021-03-03,802.29
2021-03-04,802.59
2021-03-05,799.60
2021-03-08,798.71
2021-03-09,823.36
2021-03-10,821.79
2021-03-11,837.19
2021-03-12,845.68
2021-03-15,860.20
2021-03-16,863.74
2021-03-17,827.58
2021-03-18,825.28
2021-03-19,817.15
2021-03-22,812.00
2021-03-23,795.48
2021-03-24,797.64
2021-03-25,786.64
2021-03-26,805.45
2021-03-29,813.44
2021-03-30,809.80
2021-03-31,818.75
2021-04-01,805.87
2021-04-02,812.09
2021-04-05,806.36
2021-04-06,786.23
2021-04-07,789.26
2021-04-08,795.33
2021-04-09,782.65
2021-04-12,789.92
2021-04-13,794.44
2021-04-14,822.30
2021-04-15,812.87
2021-04-16,824.55
2021-04-19,813.22
2021-04-20,802.91
2021-04-21,806.12
2021-04-22,825.22
2021-04-23,831.73
2021-04-26,835.51
2021-04-27,834.26
2021-04-28,829.95
2021-04-29,831.16
2021-04-30,817.98
2021-05-03,820.49
2021-05-04,828.15
2021-05-05,846.13
2021-05-06,856.61
2021-05-07,868.76
2021-05-10,868.44
2021-05-11,865.59
2021-05-12,862.98
2021-05-13,865.49
