Date,CZECHREPUBLIC
2022-12-09,956.1749876973344
2022-12-12,958.478892877694
2022-12-13,992.7055553458646
2022-12-14,995.5277888260802
2022-12-15,986.5544919019316
2022-12-16,966.7657354544029
2022-12-19,970.168289976866
2022-12-20,974.4237698791147
2022-12-21,973.7957831057139
2022-12-22,975.7492592244068
2022-12-23,983.0521546337757
2022-12-26,983.0521546337754
2022-12-27,992.8066447749829
2022-12-28,993.5280682936979
2022-12-29,1000.2582488937575
2022-12-30,999.5664399996365
2023-01-02,1008.614915236724
2023-01-03,1007.5050916684404
2023-01-04,1018.3853865351998
2023-01-05,1015.6225164588709
2023-01-06,1031.1105050629837
2023-01-09,1072.9644806843644
2023-01-10,1074.2115258591466
2023-01-11,1066.4169242314492
2023-01-12,1072.2111478671613
2023-01-13,1073.803465308135
2023-01-16,1075.9351404208749
2023-01-17,1072.373218241413
2023-01-18,1076.943921636042
2023-01-19,1073.291247936017
2023-01-20,1089.0352916745067
2023-01-23,1107.2077338723511
2023-01-24,1120.1139851525422
2023-01-25,1151.5697153017907
2023-01-26,1179.3730476442604
2023-01-27,1191.256129271727
2023-01-30,1188.1580936751977
2023-01-31,1170.773662694314
2023-02-01,1196.256944181026
2023-02-02,1207.9282492622817
2023-02-03,1203.5632418780574
2023-02-06,1195.0520197512528
2023-02-07,1199.149952183455
2023-02-08,1219.382063500684
2023-02-09,1233.2400505323806
2023-02-10,1237.4603184488801
2023-02-13,1271.1814293446557
2023-02-14,1303.9082510164667
2023-02-15,1294.7887653984822
2023-02-16,1273.7605063760118
2023-02-17,1251.6515650311976
2023-02-20,1227.0400944663522
2023-02-21,1252.8279543669805
2023-02-22,1247.4482186166806
2023-02-23,1267.079230187481
2023-02-24,1263.3475603406055
2023-02-27,1277.0932294578545
2023-02-28,1292.4165707690402
2023-03-01,1319.0507040122495
2023-03-02,1305.3087028782659
2023-03-03,1312.3210984484595
2023-03-06,1305.1616331449775
2023-03-07,1247.701802141018
2023-03-08,1258.9220941415692
2023-03-09,1251.9098868219323
2023-03-10,1258.6953034621697
2023-03-13,1246.1305516310413
2023-03-14,1250.3640259204738
2023-03-15,1196.8016156218318
2023-03-16,1217.9541033979162
2023-03-17,1236.8718450085023
2023-03-20,1250.9100094450419
2023-03-21,1286.1029657803927
2023-03-22,1266.122811390816
2023-03-23,1279.3746260186253
2023-03-24,1238.5628171171948
2023-03-27,1244.4440927797334
2023-03-28,1256.198870887118
2023-03-29,1275.8276608199858
2023-03-30,1298.5976467250443
2023-03-31,1329.2546501342772
2023-04-03,1341.2092449636596
2023-04-04,1373.1899350253361
2023-04-05,1389.1896884881044
2023-04-06,1417.553576847829
2023-04-07,1417.5535768478292
2023-04-10,1408.7573786369255
2023-04-11,1445.4963382665114
2023-04-12,1459.0261930622828
2023-04-13,1488.9233995408124
2023-04-14,1497.17778589977
2023-04-17,1462.4807644844807
2023-04-18,1457.9306258050774
2023-04-19,1442.1012439648669
2023-04-20,1414.3925711965946
2023-04-21,1440.899669404733
2023-04-24,1447.9000994758192
2023-04-25,1441.8268611261137
2023-04-26,1440.2842328606118
2023-04-27,1439.9396524033145
