Date,GERMANY
2016-11-24,4736.474491299946
2016-11-25,4763.873266240969
2016-11-28,4706.51123444629
2016-11-29,4737.713788273665
2016-11-30,4743.022538751213
2016-12-01,4694.930526476225
2016-12-02,4707.287526555757
2016-12-05,4806.098040509893
2016-12-06,4851.72186094569
2016-12-07,4957.5502509872695
2016-12-08,4966.664375013264
2016-12-09,4948.274152629625
2016-12-12,4972.650136653471
2016-12-13,5028.324358272951
2016-12-14,5018.666931533396
2016-12-15,4952.9971410373255
2016-12-16,4967.549515467581
2016-12-19,4993.501678431866
2016-12-20,4981.857794895781
2016-12-21,5013.3291250051
2016-12-22,5020.610324684697
2016-12-23,5020.515850743036
2016-12-26,5020.515850743036
2016-12-27,5029.256412184825
2016-12-28,4999.717092400661
2016-12-29,5034.9974279988965
2016-12-30,5073.686130160399
2017-01-02,5127.388670969576
2017-01-03,5041.062251884957
2017-01-04,5081.046607184627
2017-01-05,5144.525958496724
2017-01-06,5137.120904107817
2017-01-09,5114.329806039246
2017-01-10,5137.808884600435
2017-01-11,5108.609545515701
2017-01-12,5145.499327466654
2017-01-13,5178.904489111296
2017-01-16,5140.421779545423
2017-01-17,5173.783607122973
2017-01-18,5201.471090614882
2017-01-19,5159.514108724733
2017-01-20,5206.767281992337
2017-01-23,5205.96190641917
2017-01-24,5232.6463004077905
2017-01-25,5315.056199095126
2017-01-26,5297.027254426569
2017-01-27,5302.685487967841
2017-01-30,5237.269401499424
2017-01-31,5232.012569473201
2017-02-01,5257.204921209101
2017-02-02,5268.1549829314035
2017-02-03,5268.348694547759
2017-02-06,5178.258593521134
2017-02-07,5174.405936288518
2017-02-08,5185.783581760079
2017-02-09,5207.6056774631315
2017-02-10,5200.433796767232
2017-02-13,5237.246679583666
2017-02-14,5215.870467833064
2017-02-15,5229.013866852688
2017-02-16,5263.532920624823
2017-02-17,5244.398504760619
2017-02-20,5267.213600311119
2017-02-21,5284.029468382249
2017-02-22,5299.683536185802
2017-02-23,5301.395083653006
2017-02-24,5227.57969969673
2017-02-27,5255.462958609938
2017-02-28,5265.6519988519685
2017-03-01,5327.145490070923
2017-03-02,5310.367643018394
2017-03-03,5313.027854006477
2017-03-06,5303.527550015847
2017-03-07,5296.206700526243
2017-03-08,5281.775417506814
2017-03-09,5298.510763987674
2017-03-10,5331.997227706207
2017-03-13,5350.32799704593
2017-03-14,5338.131468565767
2017-03-15,5339.943599347402
2017-03-16,5424.398414048621
